Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty
284110,Kita-Ioto,18383,Uncertain Eruption,Japan,0,,1983,,7,,16,15,,,1983,,7,,16,15
333010,Teahitia,10300,Confirmed Eruption,France,0,,1983,,7,,12,,Hydrophonic,,1983,,7,,26,
312030,Pavlof,20147,Confirmed Eruption,United States,2,,1983,,7,,11,,Historical Observations,,1983,,7,,18,
311290,Okmok,19849,Confirmed Eruption,United States,2,,1983,,7,,8,,Historical Observations,,1983,,7,,8,
284096,Nishinoshima,18363,Uncertain Eruption,Japan,0,,1983,,7,,2,182,,,1984,,7,,2,182
261140,Marapi,15472,Confirmed Eruption,Indonesia,1,,1983,,7,,2,182,Historical Observations,,,,,,,
257040,Ambrym,15284,Confirmed Eruption,Vanuatu,2,,1983,,7,,2,182,Historical Observations,,,,,,,
273010,Bulusan,16767,Confirmed Eruption,Philippines,2,,1983,,6,,25,,Historical Observations,,1983,,6,,29,
312070,Veniaminof,20167,Confirmed Eruption,United States,3,,1983,,6,,2,,Historical Observations,,1984,,4,,17,
373010,Grimsvotn,12838,Confirmed Eruption,Iceland,2,,1983,,5,,28,,Historical Observations,,1983,,6,,2,
267020,Karangetang,16533,Confirmed Eruption,Indonesia,3,,1983,,5,,16,15,Historical Observations,,1988,,12,>,31,
284070,Myojinsho,18328,Uncertain Eruption,Japan,0,,1983,,5,,12,,,,,,,,,
264220,Iliboleng,16323,Confirmed Eruption,Indonesia,2,,1983,,5,,11,,Historical Observations,,1984,,4,,13,
263310,Tengger Caldera,16057,Uncertain Eruption,Indonesia,1,,1983,,4,,15,5,,,1983,,6,,28,1
283090,Niigata-Yakeyama,17547,Confirmed Eruption,Japan,1,,1983,,4,?,14,,Historical Observations,,1983,,4,?,15,
283110,Asamayama,17807,Confirmed Eruption,Japan,2,,1983,,4,,8,,Historical Observations,,1983,,4,,8,
211060,Etna,13811,Confirmed Eruption,Italy,1,,1983,,3,,28,,Historical Observations,,1983,,8,,6,
344120,Concepcion,11068,Confirmed Eruption,Nicaragua,2,,1983,,3,,16,,Historical Observations,,1983,,3,,25,
258020,Hunter Island,15368,Discredited Eruption,France,,,1983,,3,<,9,,,,,,,,,
341040,Colima,10461,Uncertain Eruption,Mexico,1,,1983,,2,,11,,,,1983,,2,,15,
345020,Rincon de la Vieja,11099,Confirmed Eruption,Costa Rica,1,,1983,,2,,6,,Historical Observations,,1983,,2,,21,
332010,Kilauea,10119,Confirmed Eruption,United States,3,,1983,,1,,3,,Historical Observations,,2018,,9,,5,
222120,"Lengai, Ol Doinyo",14023,Confirmed Eruption,Tanzania,2,,1983,,1,,1,,Historical Observations,,1993,,9,,24,
261140,Marapi,15471,Confirmed Eruption,Indonesia,1,,1982,,12,,16,15,Historical Observations,,1982,,12,,16,15
284133,Fukujin,18441,Uncertain Eruption,United States,0,,1982,,12,,15,,,,,,,,,
284120,Ioto,18417,Confirmed Eruption,Japan,1,,1982,,11,,28,,Historical Observations,,1982,,12,?,16,15
290150,Chirpoi,18785,Confirmed Eruption,Russia,2,,1982,,11,,22,,Historical Observations,,,,,,,
264220,Iliboleng,16322,Confirmed Eruption,Indonesia,2,,1982,,11,,17,,Historical Observations,,1982,,11,,17,
283120,Kusatsu-Shiranesan,17843,Confirmed Eruption,Japan,1,,1982,,10,,26,,Historical Observations,,1982,,12,,29,
257050,Lopevi,15315,Confirmed Eruption,Vanuatu,2,,1982,,10,,24,,Historical Observations,,1982,,10,,25,
224010,Cameroon,14132,Confirmed Eruption,Cameroon,2,,1982,,10,,16,,Historical Observations,,1982,,11,,12,
300260,Klyuchevskoy,19464,Confirmed Eruption,Russia,2,,1982,,10,,7,,Historical Observations,,1983,,6,,27,
311320,Akutan,20029,Confirmed Eruption,United States,2,,1982,,10,,5,4,Historical Observations,,1983,,5,,16,15
283110,Asamayama,17806,Confirmed Eruption,Japan,1,,1982,,10,,2,,Historical Observations,,1982,,10,,2,
332010,Kilauea,10118,Confirmed Eruption,United States,0,,1982,,9,,25,,Historical Observations,,1982,,9,,26,
353020,Wolf,11690,Confirmed Eruption,Ecuador,1,,1982,,8,,28,,Historical Observations,,1982,,9,?,6,
266030,Soputan,16428,Confirmed Eruption,Indonesia,3,,1982,,8,,26,,Historical Observations,,1982,,11,,10,
284070,Myojinsho,18327,Uncertain Eruption,Japan,0,,1982,,8,,10,,,,,,,,,
263340,Raung,16146,Confirmed Eruption,Indonesia,3,,1982,,7,,18,,Historical Observations,,1982,,7,,20,
312030,Pavlof,20146,Uncertain Eruption,United States,1,,1982,,7,,15,45,,,,,,,,
267020,Karangetang,16532,Confirmed Eruption,Indonesia,1,,1982,,7,,2,182,Historical Observations,,,,,,,
241040,Whakaari/White Island,14488,Discredited Eruption,New Zealand,,,1982,,7,,1,,,,,,,,,
223030,Nyiragongo,14104,Confirmed Eruption,DR Congo,1,,1982,,6,,21,,Historical Observations,,1982,,10,,17,15
284110,Kita-Ioto,18382,Uncertain Eruption,Japan,0,,1982,,6,,16,15,,,1982,,6,,16,15
242050,Monowai,14709,Confirmed Eruption,New Zealand,0,,1982,,5,,16,15,Hydrophonic,,1982,,5,,16,15
332010,Kilauea,10117,Confirmed Eruption,United States,0,,1982,,4,,30,,Historical Observations,,1982,,5,,1,
283110,Asamayama,17805,Confirmed Eruption,Japan,2,,1982,,4,,26,,Historical Observations,,1982,,4,,26,
257020,Gaua,15230,Confirmed Eruption,Vanuatu,2,,1982,,4,,18,,Historical Observations,,1982,,4,,18,
284096,Nishinoshima,18362,Uncertain Eruption,Japan,0,,1982,,4,,16,15,,,1982,,4,,16,15
255060,Kavachi,15170,Confirmed Eruption,Solomon Islands,2,,1982,,4,,7,,Historical Observations,,1982,,6,,2,1
284210,Esmeralda Bank,18544,Uncertain Eruption,United States,0,,1982,,4,,6,,,,,,,,,
263140,Galunggung,15721,Confirmed Eruption,Indonesia,4,,1982,,4,,5,,Historical Observations,,1983,,1,,8,
290390,Alaid,18889,Confirmed Eruption,Russia,2,,1982,,3,,29,,Historical Observations,,1982,,3,,29,
341120,"Chichon, El",10610,Confirmed Eruption,Mexico,5,,1982,,3,,28,,Historical Observations,,1982,,9,,11,
300260,Klyuchevskoy,19463,Confirmed Eruption,Russia,1,,1982,,3,,24,,Historical Observations,,1982,,5,,2,
333010,Teahitia,10299,Confirmed Eruption,France,0,,1982,,3,,16,,Hydrophonic,,1982,,5,,19,
261140,Marapi,15470,Confirmed Eruption,Indonesia,1,,1982,,3,<,10,,Historical Observations,,1982,,5,,16,15
284120,Ioto,18416,Confirmed Eruption,Japan,1,,1982,,3,,9,,Historical Observations,,1982,,3,,10,
290030,Chachadake [Tiatia],18744,Uncertain Eruption,Japan,1,,1982,,2,,10,,,,1982,,2,,14,
311070,Gareloi,19686,Confirmed Eruption,United States,3,,1982,,1,,15,,Historical Observations,,1982,,1,,15,
344120,Concepcion,11067,Confirmed Eruption,Nicaragua,2,,1982,,1,,15,5,Historical Observations,,1982,,2,,14,5
284133,Fukujin,18440,Uncertain Eruption,United States,0,,1982,,1,,12,,,,1982,,3,,16,
223020,Nyamulagira,14070,Confirmed Eruption,DR Congo,3,,1981,,12,,25,,Historical Observations,,1982,,1,,14,
300260,Klyuchevskoy,19462,Uncertain Eruption,Russia,,,1981,,12,,21,,,,,,,,,
211060,Etna,13810,Confirmed Eruption,Italy,2,,1981,,11,,26,,Historical Observations,,1981,,11,,26,
290390,Alaid,18888,Confirmed Eruption,Russia,2,,1981,,11,,25,,Historical Observations,,,,,,,
344040,Telica,10931,Confirmed Eruption,Nicaragua,2,,1981,,11,,25,5,Historical Observations,,1982,,3,,2,
373080,Krafla,12952,Confirmed Eruption,Iceland,0,,1981,,11,,18,,Historical Observations,,1981,,11,,23,
241100,Ruapehu,14649,Confirmed Eruption,New Zealand,1,,1981,,10,?,25,,Historical Observations,,1982,,4,,12,3
312030,Pavlof,20145,Confirmed Eruption,United States,3,,1981,,9,,25,,Historical Observations,,1981,,9,,27,
311360,Shishaldin,20089,Uncertain Eruption,United States,,,1981,,9,,25,,,,,,,,,
255060,Kavachi,15169,Uncertain Eruption,Solomon Islands,0,,1981,,9,,15,5,,,,,,,,
352020,Guagua Pichincha,11491,Confirmed Eruption,Ecuador,1,,1981,,8,,31,5,Historical Observations,,1982,,11,?,16,15
353010,Fernandina,11671,Confirmed Eruption,Ecuador,0,,1981,,8,,1,270,Historical Observations,,,,,,,
257020,Gaua,15229,Confirmed Eruption,Vanuatu,1,,1981,,7,,9,,Historical Observations,,1981,,7,,9,
263200,Dieng Volcanic Complex,15787,Confirmed Eruption,Indonesia,1,,1981,,7,,2,182,Historical Observations,,,,,,,
282110,Asosan,17341,Confirmed Eruption,Japan,1,,1981,,6,,15,,Historical Observations,,1981,,6,,15,
300250,Bezymianny,19360,Confirmed Eruption,Russia,3,,1981,,6,,12,,Historical Observations,,1983,,5,,22,
290030,Chachadake [Tiatia],18743,Confirmed Eruption,Japan,2,,1981,,6,,10,,Historical Observations,,1981,,6,,25,
241050,Okataina,14526,Confirmed Eruption,New Zealand,1,,1981,,5,,16,15,Historical Observations,,1981,,5,,16,15
284170,Pagan,18515,Confirmed Eruption,United States,4,,1981,,5,,15,,Historical Observations,,1985,,5,>,1,
290390,Alaid,18887,Confirmed Eruption,Russia,4,,1981,,4,,27,,Historical Observations,,1981,,6,,5,
262000,Krakatau,15615,Confirmed Eruption,Indonesia,1,,1981,,4,,24,,Historical Observations,,1981,,10,,20,
273010,Bulusan,16766,Confirmed Eruption,Philippines,3,,1981,,4,,9,,Historical Observations,,1981,,4,,27,
372070,Hekla,12752,Confirmed Eruption,Iceland,2,,1981,,4,,9,,Historical Observations,,1981,,4,,16,
312030,Pavlof,20144,Confirmed Eruption,United States,1,,1981,,3,<,30,,Historical Observations,,1981,,5,,28,
311290,Okmok,19848,Confirmed Eruption,United States,3,,1981,,3,,24,,Historical Observations,,1981,,3,,24,
211060,Etna,13809,Confirmed Eruption,Italy,2,,1981,,3,,17,,Historical Observations,,1981,,3,,23,
345040,Poas,11182,Confirmed Eruption,Costa Rica,1,,1981,,3,,16,15,Historical Observations,,1981,,5,,16,15
333040,Mehetia,10307,Uncertain Eruption,France,0,,1981,,3,,5,,,,1981,,12,,16,15
268040,Gamkonora,16593,Confirmed Eruption,Indonesia,1,,1981,,3,,4,,Historical Observations,,1981,,7,,25,
285040,Shikotsu,18633,Confirmed Eruption,Japan,1,,1981,,2,,27,,Historical Observations,,1981,,2,,27,
257040,Ambrym,15283,Confirmed Eruption,Vanuatu,2,,1981,,2,,20,,Historical Observations,,1981,,9,,30,
344040,Telica,10930,Confirmed Eruption,Nicaragua,1,,1981,,2,?,16,15,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14370,Confirmed Eruption,France,2,,1981,,2,,3,,Historical Observations,,1981,,5,,5,
373080,Krafla,12951,Confirmed Eruption,Iceland,0,,1981,,1,,30,,Historical Observations,,1981,,2,,4,
211060,Etna,13808,Confirmed Eruption,Italy,2,,1981,,1,,26,5,Historical Observations,,1981,,3,,5,4
300260,Klyuchevskoy,19461,Confirmed Eruption,Russia,1,,1981,,1,,25,,Historical Observations,,1981,,8,?,4,
284133,Fukujin,18439,Uncertain Eruption,United States,0,,1981,,1,,7,,,,1981,,1,,8,
345040,Poas,11181,Confirmed Eruption,Costa Rica,1,,1980,,12,,26,,Historical Observations,,1980,,12,,26,
284070,Myojinsho,18326,Uncertain Eruption,Japan,0,,1980,,11,,15,,,,1980,,12,,23,
312030,Pavlof,20143,Confirmed Eruption,United States,3,,1980,,11,,8,,Historical Observations,,1980,,11,,13,
264150,Paluweh,16270,Confirmed Eruption,Indonesia,2,,1980,,11,,5,,Historical Observations,,1981,,9,,16,15
241100,Ruapehu,14648,Confirmed Eruption,New Zealand,1,,1980,,10,,18,,Historical Observations,,1980,,11,,3,
357091,Callaqui,11997,Confirmed Eruption,Chile,1,,1980,,10,,16,15,Historical Observations,,1980,,10,,16,15
255060,Kavachi,15168,Confirmed Eruption,Solomon Islands,1,,1980,,10,,7,,Historical Observations,,1981,,2,,25,
252120,Ulawun,15054,Confirmed Eruption,Papua New Guinea,3,,1980,,10,,6,,Historical Observations,,1980,,10,,7,
282050,Kuchinoerabujima,16979,Confirmed Eruption,Japan,2,,1980,,9,,28,,Historical Observations,,1980,,9,,28,
282110,Asosan,17340,Confirmed Eruption,Japan,1,,1980,,9,,24,,Historical Observations,,1980,,9,,24,
234070,Marion Island,14413,Confirmed Eruption,South Africa,1,,1980,,9,?,16,15,Historical Observations,,,,,,,
345040,Poas,11180,Confirmed Eruption,Costa Rica,1,,1980,,9,,12,,Historical Observations,,1980,,9,,12,
268060,Gamalama,16667,Confirmed Eruption,Indonesia,2,,1980,,9,,4,,Historical Observations,,1980,,9,,23,
300270,Sheveluch,19580,Confirmed Eruption,Russia,1,,1980,,8,,23,,Historical Observations,,1981,,12,,1,30
300250,Bezymianny,19356,Confirmed Eruption,Russia,2,,1980,,8,,21,,Historical Observations,,1980,,8,,27,4
257070,Kuwae,15350,Uncertain Eruption,Vanuatu,0,,1980,,8,,20,,,,,,,,,
372070,Hekla,12751,Confirmed Eruption,Iceland,3,,1980,,8,,17,,Historical Observations,,1980,,8,,20,
272020,Kanlaon,16735,Confirmed Eruption,Philippines,2,,1980,,8,,8,,Historical Observations,,,,,,,
311070,Gareloi,19685,Confirmed Eruption,United States,3,,1980,,8,,7,,Historical Observations,,1980,,9,,17,
211060,Etna,13807,Confirmed Eruption,Italy,3,,1980,,7,,8,,Historical Observations,,1980,,9,,26,
284096,Nishinoshima,18361,Uncertain Eruption,Japan,0,,1980,,7,,7,,,?,1981,,7,,2,182
312030,Pavlof,20142,Confirmed Eruption,United States,1,,1980,,7,,6,1,Historical Observations,,,,,,,
311320,Akutan,20028,Confirmed Eruption,United States,2,,1980,,7,<,3,,Historical Observations,,1980,,7,?,8,
257020,Gaua,15228,Confirmed Eruption,Vanuatu,1,,1980,,7,,2,182,Historical Observations,,,,,,,
357120,Villarrica,12167,Confirmed Eruption,Chile,2,,1980,,6,,20,,Historical Observations,,1980,,9,,24,
300070,Gorely,19024,Confirmed Eruption,Russia,3,,1980,,6,,15,5,Historical Observations,,1981,,7,,3,
263310,Tengger Caldera,16056,Confirmed Eruption,Indonesia,2,,1980,,6,,5,1,Historical Observations,,1980,,9,,20,
290270,Ekarma,18832,Confirmed Eruption,Russia,1,,1980,,5,,24,,Historical Observations,,,,,,,
257040,Ambrym,15282,Confirmed Eruption,Vanuatu,3,,1980,,5,,16,,Historical Observations,,1980,,8,,18,
311310,Makushin,19988,Confirmed Eruption,United States,1,,1980,,5,,1,75,Historical Observations,,,,,,,
300250,Bezymianny,19355,Confirmed Eruption,Russia,3,,1980,,4,,18,,Historical Observations,,1980,,4,,19,
257050,Lopevi,15314,Confirmed Eruption,Vanuatu,3,,1980,,4,,15,,Historical Observations,,1980,,8,,20,
261140,Marapi,15469,Confirmed Eruption,Indonesia,1,,1980,,3,,29,,Historical Observations,,,,,,,
321050,St. Helens,20557,Confirmed Eruption,United States,5,,1980,,3,,27,,Historical Observations,,1986,,10,,28,3
267020,Karangetang,16531,Confirmed Eruption,Indonesia,1,,1980,,3,,24,,Historical Observations,,1980,,9,,13,
373080,Krafla,12950,Confirmed Eruption,Iceland,0,,1980,,3,,16,,Historical Observations,,1980,,10,,23,
262000,Krakatau,15614,Confirmed Eruption,Indonesia,2,,1980,,3,,15,5,Historical Observations,,1980,,12,,16,15
284120,Ioto,18415,Confirmed Eruption,Japan,1,,1980,,3,,13,,Historical Observations,,1980,,3,,13,
332010,Kilauea,10116,Confirmed Eruption,United States,0,,1980,,3,,11,,Historical Observations,,1980,,3,,11,
223020,Nyamulagira,14069,Confirmed Eruption,DR Congo,3,,1980,,1,,30,,Historical Observations,,1980,,2,,24,
242050,Monowai,14708,Confirmed Eruption,New Zealand,0,,1980,,1,,16,15,Hydrophonic,,1980,,1,,16,15
241100,Ruapehu,14647,Confirmed Eruption,New Zealand,1,,1980,,1,?,15,,Historical Observations,,1980,,3,?,27,
251030,Karkar,14949,Uncertain Eruption,Papua New Guinea,1,,1980,,1,,7,,,,1980,,1,,17,
273010,Bulusan,16765,Confirmed Eruption,Philippines,3,,1979,,12,,27,,Historical Observations,,1980,,9,,28,
332010,Kilauea,10115,Confirmed Eruption,United States,0,,1979,,11,,16,,Historical Observations,,1979,,11,,17,
284141,Ahyi,18470,Uncertain Eruption,United States,0,,1979,,11,,15,,,,,,,,,
353050,"Negra, Sierra",11712,Confirmed Eruption,Ecuador,3,,1979,,11,,13,,Historical Observations,,1980,,1,>,14,
283040,Ontakesan,17457,Confirmed Eruption,Japan,2,,1979,,10,,28,,Historical Observations,,1980,,4,,25,
357110,Llaima,12065,Confirmed Eruption,Chile,2,,1979,,10,,15,,Historical Observations,,1979,,11,,28,
300250,Bezymianny,19354,Confirmed Eruption,Russia,2,,1979,,9,,18,,Historical Observations,,,,,,,
257070,Kuwae,15349,Uncertain Eruption,Vanuatu,0,,1979,,9,,16,15,,,,,,,,
345040,Poas,11179,Confirmed Eruption,Costa Rica,1,,1979,,9,,8,,Historical Observations,,1980,,1,,16,15
211060,Etna,13806,Confirmed Eruption,Italy,3,,1979,,7,,16,,Historical Observations,,1980,,9,,1,5
262000,Krakatau,15613,Confirmed Eruption,Indonesia,2,,1979,,7,,15,5,Historical Observations,,1979,,11,,16,15
284070,Myojinsho,18325,Uncertain Eruption,Japan,0,,1979,,7,,13,,,,,,,,,
284132,Nikko,18430,Uncertain Eruption,Japan,0,,1979,,7,,12,,,,,,,,,
211060,Etna,13805,Confirmed Eruption,Italy,2,,1979,,7,,3,,Historical Observations,,1992,,12,,16,15
257050,Lopevi,15313,Confirmed Eruption,Vanuatu,2,,1979,,7,,2,,Historical Observations,,1979,,9,,12,
257060,Epi,15095,Confirmed Eruption,Vanuatu,0,,1979,5,7,,2,182,Historical Observations,,,,,,,
261030,Peuet Sague,15392,Confirmed Eruption,Indonesia,2,,1979,,7,,2,182,Historical Observations,,,,,,,
241100,Ruapehu,14646,Confirmed Eruption,New Zealand,1,,1979,,6,,30,,Historical Observations,,1979,,7,,15,
257040,Ambrym,15281,Confirmed Eruption,Vanuatu,2,,1979,,6,,6,,Historical Observations,,1979,,9,?,16,15
282110,Asosan,17339,Confirmed Eruption,Japan,2,,1979,,6,,5,4,Historical Observations,,1980,,3,,8,
267020,Karangetang,16530,Confirmed Eruption,Indonesia,1,,1979,,5,,31,,Historical Observations,,1979,,5,,31,
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,France,1,,1979,,5,,28,,Historical Observations,,1979,,7,,14,
243102,Curacoa,14776,Confirmed Eruption,Tonga,1,,1979,,5,,14,,Historical Observations,,,,,,,
243070,Lateiki,14765,Confirmed Eruption,Tonga,2,,1979,,5,<,10,,Historical Observations,,1979,,7,>,21,
284133,Fukujin,18438,Uncertain Eruption,United States,0,,1979,,4,,26,,,,1980,,5,,12,
290260,Chirinkotan,18828,Confirmed Eruption,Russia,2,,1979,,4,,16,15,Historical Observations,,1980,,10,,10,
357140,Carran-Los Venados,12189,Confirmed Eruption,Chile,2,,1979,,4,,14,,Historical Observations,,1979,,5,,20,
360150,Soufriere St. Vincent,12455,Confirmed Eruption,Saint Vincent and the Grenadines,3,,1979,,4,,13,,Historical Observations,,1979,,10,,26,5
358060,Lautaro,12322,Confirmed Eruption,Chile,2,,1979,,3,<,8,,Historical Observations,,,,,,,
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,Indonesia,1,,1979,,2,,20,,Historical Observations,,1979,,2,,20,
282090,Kirishimayama,17161,Confirmed Eruption,Japan,1,,1979,,2,,16,60,Historical Observations,,,,,,,
242050,Monowai,14707,Confirmed Eruption,New Zealand,1,,1979,,2,?,16,15,Hydrophonic,,1979,,4,?,19,
311360,Shishaldin,20088,Confirmed Eruption,United States,2,,1979,,2,,16,15,Historical Observations,,,,,,,
300250,Bezymianny,19353,Confirmed Eruption,Russia,3,,1979,,2,,11,,Historical Observations,,,,,,,
311340,Westdahl,20045,Uncertain Eruption,United States,3,,1979,,2,,8,,,,1979,,2,,9,
353060,"Azul, Cerro",11728,Confirmed Eruption,Ecuador,2,,1979,,1,,29,,Historical Observations,,1979,,3,>,4,
257040,Ambrym,15280,Confirmed Eruption,Vanuatu,2,,1979,,1,,26,5,Historical Observations,,1979,,2,?,18,
251030,Karkar,14948,Confirmed Eruption,Papua New Guinea,2,,1979,,1,?,12,,Historical Observations,,1979,,8,,9,
285040,Shikotsu,18632,Confirmed Eruption,Japan,1,,1978,,12,,12,,Historical Observations,,1979,,5,,11,
284120,Ioto,18414,Confirmed Eruption,Japan,1,,1978,,12,,11,,Historical Observations,,1978,,12,,11,
257050,Lopevi,15312,Confirmed Eruption,Vanuatu,2,,1978,,11,,22,,Historical Observations,,1979,,3,,16,15
284096,Nishinoshima,18360,Uncertain Eruption,Japan,0,,1978,,11,,16,,,?,1979,,7,,2,182
313020,Iliamna,20288,Discredited Eruption,United States,,,1978,,11,,7,,,,1978,,11,,7,
221126,Ardoukoba,13946,Confirmed Eruption,Djibouti,1,,1978,,11,,7,,Historical Observations,,1978,,11,,14,
311320,Akutan,20027,Confirmed Eruption,United States,2,,1978,,9,,25,5,Historical Observations,,1978,,10,,16,15
345040,Poas,11178,Confirmed Eruption,Costa Rica,1,,1978,,9,,22,,Historical Observations,,1978,,12,,16,15
300250,Bezymianny,19352,Confirmed Eruption,Russia,2,,1978,,9,,8,30,Historical Observations,,,,,,,
284133,Fukujin,18437,Uncertain Eruption,United States,0,,1978,,8,,24,,,,1978,,8,,25,
353010,Fernandina,11670,Confirmed Eruption,Ecuador,2,,1978,,8,,8,,Historical Observations,,1978,,8,,26,
273010,Bulusan,16764,Confirmed Eruption,Philippines,2,,1978,,7,,29,,Historical Observations,,1978,,8,,14,
290030,Chachadake [Tiatia],18742,Confirmed Eruption,Japan,2,,1978,,7,,20,,Historical Observations,,,,,,,
262000,Krakatau,15612,Confirmed Eruption,Indonesia,1,,1978,,7,,10,,Historical Observations,,1978,,11,,16,15
272020,Kanlaon,16734,Confirmed Eruption,Philippines,2,,1978,,6,,27,,Historical Observations,,1978,,9,,2,
255060,Kavachi,15167,Confirmed Eruption,Solomon Islands,2,,1978,,6,,21,,Historical Observations,,1978,,7,,22,6
358060,Lautaro,12321,Confirmed Eruption,Chile,1,,1978,,6,,16,15,Historical Observations,,,,,,,
285040,Shikotsu,18631,Confirmed Eruption,Japan,1,,1978,,5,,14,,Historical Observations,,1978,,5,,17,
252120,Ulawun,15053,Confirmed Eruption,Papua New Guinea,3,,1978,,5,,7,,Historical Observations,,1978,,5,,14,
211060,Etna,13804,Confirmed Eruption,Italy,2,,1978,,4,,29,,Historical Observations,,1978,,11,,30,
344120,Concepcion,11066,Confirmed Eruption,Nicaragua,2,,1978,,3,<,30,,Historical Observations,,1978,,5,>,16,15
273030,Mayon,16805,Confirmed Eruption,Philippines,2,,1978,,3,,7,,Historical Observations,,1978,,9,?,16,15
241050,Okataina,14525,Confirmed Eruption,New Zealand,1,,1978,,2,,23,,Historical Observations,,1978,,2,,23,
267020,Karangetang,16529,Confirmed Eruption,Indonesia,1,,1978,,2,,22,,Historical Observations,,1978,,12,,18,
242050,Monowai,14706,Confirmed Eruption,New Zealand,0,,1978,,2,,16,15,Hydrophonic,,1978,,7,,16,15
311360,Shishaldin,20087,Confirmed Eruption,United States,2,,1978,,2,,8,,Historical Observations,,1978,,2,?,9,
311340,Westdahl,20044,Confirmed Eruption,United States,3,,1978,,2,,4,,Historical Observations,,1978,,2,,9,
